Title,URL,Address,Description
Scarsdale Nanny Needed IMMEDIATELY,https://newyork.craigslist.org/wch/kid/d/scarsdale-nanny-needed/6316616016.html,,"
        
Scarsdale, NY
Live-In or Live-Out
Starts: Immediately
Children: (1) 6 months old
Schedule: Monday - Friday 7:30 AM - 7:00 PM
Salary: $1,000 - $1,200 per week
+ 2 weeks paid vacation & major holidays
Requirements:
MUST HAVE MINIMUM OF 3 YEARS INFANT EXPERIENCE
MUST be OK w/ pets; the family has 2 large dogs
MUST have a driver's license; local driving only    "
"CARING, NURTURING AND LOVING NANNY AVAILABLE",https://newyork.craigslist.org/mnh/kid/d/caring-nurturing-and-loving/6312813861.html,Manhattan,"
        
Mature, Caring and Loving nanny available to care for your little ones. Trustworthy with over 20 years experience. Responsible for all areas of childcare. Please call 
 
 to discuss your childcare needs. Serious inquiries only please. Thank You    "
"Weekend, Late Night and Overnight Daycare is Available",https://newyork.craigslist.org/wch/kid/d/weekend-late-night-and/6287559089.html,Mount Vernon,"
        
Hi
I am a stay at home mom looking to care for your babies and toddler for weekends, late night and overnight, kids enjoy their own separate sleeping space.
I offer a responsible and very affordable rate

please call (preferably 11am -12 pm and 6pm - 9pm), Text me (anytime), leave a voicemail (anytime) at  
 
 or email me back (by clicking reply button above). Response to emails and voicemails are within 24 - 48 hours.

Thanks
Ruth    "
"CARING, NURTURING AND LOVING NANNY AVAILABLE",https://newyork.craigslist.org/mnh/kid/d/caring-nurturing-and-loving/6312814226.html,Battery Park,"
        
Mature, Caring and Loving nanny available to care for your little ones. Trustworthy with over 20 years experience. Responsible for all areas of childcare. Please call 
 
 to discuss your childcare needs. Serious inquiries only please. Thank You

    "
AGES 1-8 YEARS-LICENSED FOR 25 YEARS! FULL AND PART-TIME,https://newyork.craigslist.org/brx/kid/d/ages-1-8-years-licensed-for/6316630623.html,Bronx-10466-off of E. 233rd Street,"
        
♥♥THE LITTLE BRICK HOUSE CHILD CARE CENTER ♥♥

Licensed and serving the community for 25 years

Location: 3928 Harper Avenue-close to #5 train and Dyre Avenue, also # 16 bus stops right down the block

Hours: Mon-Fri.-7:30 A.M.-6:00 P.M. 

FULL DAY AND PART TIME PROGRAMS ARE AVAILABLE!
ONLY 2 SEATS LEFT!

OPEN YEAR-ROUND! 

HRA VOUCHERS ARE ACCEPTED

ACCEPTING AGES 1-8 YEARS

We have planned a daily program which promotes hands-on experiences in enriching learning centers of blocks, dramatic house play, math, books, music, art, and toy materials. Small class size provides a more personal and warm atmosphere that is extra special for your child.

NO registration fee is required

WE POTTY TRAIN-we will try consistently every day to potty train your child. We only ask that you help us by trying at home too.

Staff is certified in CPR and First Aid


Children love our large, safe, private  backyard play area with tricycles, ride-on toys, cars, wagons, slides, and a play house. There is no need to risk the safety of your child by walking them to a park. We have everything we need right in our own backyard!

Part-time care is also provided. Just tell me your preferred days and hours and I will give you a price.

Reasonable rates with a discount for 2 or more children

Call now because there are a limited amount of seats left 

Call Debi Rubino- 
 
 for more information or to make an appointment.

    "
"CARING, NURTURING AND LOVING NANNY AVAILABLE",https://newyork.craigslist.org/mnh/kid/d/caring-nurturing-and-loving/6306857691.html,Battery Park,"
        
Mature, Caring and Loving nanny available to care for your little ones. Trustworthy with over 20 years experience. Responsible for all areas of childcare. Please call 
 
 to discuss your childcare needs. Serious inquiries only please. Thank You

    "
Dog Walkers/Pet Care/GROOMERS and House Sitters for HIRE,https://newyork.craigslist.org/fct/kid/d/dog-walkers-pet-care-groomers/6281090804.html,CT/NYC,"
        
We have been Specialized in finding Jobs for these types of domestic resources since 1936 so please Contact us TODAY

Nannykingdom.com    "
🌈CHILDCARE AVAILABLE🌈,https://newyork.craigslist.org/brk/kid/d/childcare-available/6316226230.html,Crown Heights,"
        
Good day, stay at home mom here looking to care for a child/children from my home. All children between Newborn and 4 years of age welcome. For more information and details please contact me...

Thank You    "
Child Care services in my home,https://newyork.craigslist.org/wch/kid/d/child-care-services-in-my-home/6316215557.html,"Pleasantville, NY","
        
Child Care Services (Pleasantville, NY)
New York State Licensed Child Care Services in my home, in a loving and caring  and safe environment, references available upon request.
Please, serious inquires only, thank you.    "
Child Care available(M-F),https://newyork.craigslist.org/brx/kid/d/child-care-availablem/6316238325.html,Bronx -West Farms Square,"
        
ALL VOUCHERS ACCEPTED 
<

I am a New York State Certified Child Care Provider! 

Our goal is to provide a safe, warm, nurturing, loving and happy place for children 


>We are here helping families, by providing quality care for children from 1 YEAR  OLD-7 YEARS OLD

     We serve  breakfast, lunch and snacks
     We offer full time and part time child care services
     We are open Monday to Friday from 8 AM to 6 PM
     Great play ground for children to play
     Smoke - Free environment

  Your Child will explore world of music, art and craft projects, reading, math and many more things, which will help to succeed in a future.


feel free to contact me @ 
 
 (Diana)


    "
Nanny Getting Expensive? Try Riverside Daycare Now Enrolling!,https://newyork.craigslist.org/mnh/kid/d/nanny-getting-expensive-try/6316248776.html,Upper West Side,"
        
    "
NEW QUALITY & EXPERIENCED CHILD CARE PROGRAM!!,https://newyork.craigslist.org/brx/kid/d/new-quality-experienced-child/6316252394.html,BRONX,"
        
About
Our new facility will provide child care and after-school programs for toddlers, preschoolers, Prekindergarten, and School-aged children ages 2 - 12 years old. Combining our 10 plus years in the business experience and our passion for serving families, we will provide a quality, fun and an academically rich environment for children and maintain a qualified teaching staff to intentionally plan interactive and engaging experiences for our children to explore, discover, laugh and learn on their journey to school success. 

Hours of Operation
We are open from 6:45 a.m. to 6:30 p.m. Monday through Friday. Our facility is open even when the Public Schools are closed including most major school breaks. 

Curriculum
Our curriculum is based on a child centered approach to learning and development. Through play-based learning and teaching, our children will acquire MORE than the necessary skills to be successful in school. Daily observations and anecdotal help us plan the developmental goals for each child in our program. 

Nutritional Meals
Daily nutritional meals will be provided in accordance with the CACFP guidelines for all children enrolled in any of our programs.

Indoor Playroom
Our facility is equipped with an indoor playroom to utilize for gross motor play when weather is not permitting to go out to the adjacent playground. Themed parties, specialty classes such as Yoga, Karate and Art all will take place in our Discovery Playroom. 

Staff 
Our teachers exceed the NYC Department of Health and Mental Hygiene requirements as per the regulations of Article 47. Experienced and certified teachers are on site at all times to ensure the implementation of quality child care service. Our staff is knowledgeable of Developmentally Appropriate Practices and Child Developmental Milestones to ensure children are challenged in their age appropriate learning zone. 


Programs: 2 - 12 years old 
Toddler/Preschool/Pre-kindergarten/Before & After-School/Supplemental Educational Services

Tuition: Comparable Market Rates Apply 
We accept all forms of payment. 

Please visit our website at www.playfuldiscoveriescdc.com for more information. Call us for a personal tour today!
    "
NEW QUALITY & EXPERIENCED CHILD CARE PROGRAM!!,https://newyork.craigslist.org/brx/kid/d/new-quality-experienced-child/6316254490.html,BRONX,"
        
About
Our new facility will provide child care and after-school programs for toddlers, preschoolers, Prekindergarten, and School-aged children ages 2 - 12 years old. Combining our 10 plus years in the business experience and our passion for serving families, we will provide a quality, fun and an academically rich environment for children and maintain a qualified teaching staff to intentionally plan interactive and engaging experiences for our children to explore, discover, laugh and learn on their journey to school success. 

Hours of Operation
We are open from 6:45 a.m. to 6:30 p.m. Monday through Friday. Our facility is open even when the Public Schools are closed including most major school breaks. 

Curriculum
Our curriculum is based on a child centered approach to learning and development. Through play-based learning and teaching, our children will acquire MORE than the necessary skills to be successful in school. Daily observations and anecdotal help us plan the developmental goals for each child in our program. 

Nutritional Meals
Daily nutritional meals will be provided in accordance with the CACFP guidelines for all children enrolled in any of our programs.

Indoor Playroom
Our facility is equipped with an indoor playroom to utilize for gross motor play when weather is not permitting to go out to the adjacent playground. Themed parties, specialty classes such as Yoga, Karate and Art all will take place in our Discovery Playroom. 

Staff 
Our teachers exceed the NYC Department of Health and Mental Hygiene requirements as per the regulations of Article 47. Experienced and certified teachers are on site at all times to ensure the implementation of quality child care service. Our staff is knowledgeable of Developmentally Appropriate Practices and Child Developmental Milestones to ensure children are challenged in their age appropriate learning zone. 


Programs: 2 - 12 years old 
Toddler/Preschool/Pre-kindergarten/Before & After-School/Supplemental Educational Services

Tuition: Comparable Market Rates Apply 
We accept all forms of payment. 

Please visit our website at www.playfuldiscoveriescdc.com for more information. Call us for a personal tour today!
    "
NEW QUALITY & EXPERIENCED CHILD CARE PROGRAM!!,https://newyork.craigslist.org/brx/kid/d/new-quality-experienced-child/6316252830.html,BRONX,"
        
About
Our new facility will provide child care and after-school programs for toddlers, preschoolers, Prekindergarten, and School-aged children ages 2 - 12 years old. Combining our 10 plus years in the business experience and our passion for serving families, we will provide a quality, fun and an academically rich environment for children and maintain a qualified teaching staff to intentionally plan interactive and engaging experiences for our children to explore, discover, laugh and learn on their journey to school success. 

Hours of Operation
We are open from 6:45 a.m. to 6:30 p.m. Monday through Friday. Our facility is open even when the Public Schools are closed including most major school breaks. 

Curriculum
Our curriculum is based on a child centered approach to learning and development. Through play-based learning and teaching, our children will acquire MORE than the necessary skills to be successful in school. Daily observations and anecdotal help us plan the developmental goals for each child in our program. 

Nutritional Meals
Daily nutritional meals will be provided in accordance with the CACFP guidelines for all children enrolled in any of our programs.

Indoor Playroom
Our facility is equipped with an indoor playroom to utilize for gross motor play when weather is not permitting to go out to the adjacent playground. Themed parties, specialty classes such as Yoga, Karate and Art all will take place in our Discovery Playroom. 

Staff 
Our teachers exceed the NYC Department of Health and Mental Hygiene requirements as per the regulations of Article 47. Experienced and certified teachers are on site at all times to ensure the implementation of quality child care service. Our staff is knowledgeable of Developmentally Appropriate Practices and Child Developmental Milestones to ensure children are challenged in their age appropriate learning zone. 


Programs: 2 - 12 years old 
Toddler/Preschool/Pre-kindergarten/Before & After-School/Supplemental Educational Services

Tuition: Comparable Market Rates Apply 
We accept all forms of payment. 

Please visit our website at www.playfuldiscoveriescdc.com for more information. Call us for a personal tour today!
    "
Overnight childcare as low as $45 a night,https://newyork.craigslist.org/mnh/kid/d/overnight-childcare-as-low-as/6316255575.html,East Harlem,"
        
Hello Parent. My name is Analda and I have over 13 years experience taking care of children from newborn to 13 years old.  I am nurturing, caring, energetic, honest, organized, punctual, and responsible.  I am willing to read, play, sing,  arts and crafts, and dance. I am also willing to teach ABC's, colors, shapes, numbers, animal recognition, go to the park, library, museum or to any appointment if needed. Great references available upon request.    "
Overnight childcare as low as $45 a night,https://newyork.craigslist.org/mnh/kid/d/overnight-childcare-as-low-as/6316257545.html,East Harlem,"
        
Hello Parent. My name is Analda and I have over 13 years experience taking care of children from newborn to 13 years old.  I am nurturing, caring, energetic, honest, organized, punctual, and responsible.  I am willing to read, play, sing,  arts and crafts, and dance. I am also willing to teach ABC's, colors, shapes, numbers, animal recognition, go to the park, library, museum or to any appointment if needed. Great references available upon request.    "
licensed home daycare open house today from 4:30-5:30,https://newyork.craigslist.org/fct/kid/d/licensed-home-daycare-open/6316266844.html,stamford ct,"
        
licensed home daycare located in Stamford, CT has one spot left full time only now booking for October 
Now booking 
CPR/First Aid
great location as well as great rates
small group children learn while having fun
outdoor play 
story and song time
colors numbers and shapes
potty training
rest/nap time
daily sheets handed out on your child's day
crafts done daily 
and so much more
please contact Kim for more info @ 
 

please note do to scams I will not respond to emails 
Thank you and I look forward to speaking with you    "
Evan & Friends Daycare/ Licensed Child Care Provider,https://newyork.craigslist.org/brx/kid/d/evan-friends-daycare-licensed/6316259112.html,bronx ny,"
        
MONDAY-FRIDAY 8AM-6PM WITH AN ASSISTANT!!
(178TH AND CLINTON)
ACCEPTS ALL PROGRAMS AND PRIVATE
PICKUPS IN AREA 
ALL MEALS INCLUDED
NEW BORN-12 YEAR OLD
INDOOR AND OUTDOOR ACTIVITIES
PAMPERS AND WIPES provided call  
 
    "
Teacher looking to Babysit or Nanny,https://newyork.craigslist.org/mnh/kid/d/teacher-looking-to-babysit-or/6312989032.html,Upper East Side,"
        
Are you looking for a babysitter/nanny for your child on the weekdays? Look no further. I am  NYS Certified teacher, currently teaching until 3:30. I am looking for a position anytime after for children of any age. I have worked with infants (I am certified in Birth-2nd as well as Early Intervention) all the way up to 12 year old children.

 I am First Aid and Epi Pen certified.  I can teach your child in the process and help with school work in addition to taking them on outings (walks, museums, playgrounds etc). Rate is negotiable and references from previous babysitting/nanny jobs as well as my teaching job upon request. 

I am a US Citizen and have a passport for possible travel if necessary.

Please email me if you wish to discuss this further.    "
Evan & Friends Daycare/ Licensed Child Care Provider,https://newyork.craigslist.org/brx/kid/d/evan-friends-daycare-licensed/6316276309.html,bronx ny,"
        
MONDAY-FRIDAY 8AM-6PM WITH AN ASSISTANT!!
(178TH AND CLINTON)
ACCEPTS ALL PROGRAMS AND PRIVATE
PICKUPS IN AREA 
ALL MEALS INCLUDED
NEW BORN-12 YEAR OLD
INDOOR AND OUTDOOR ACTIVITIES
PAMPERS AND WIPES provided call  
 
    "
24 HRS/AFTER SCHOOL SPECIAL!!!,https://newyork.craigslist.org/wch/kid/d/24-hrs-after-school-special/6292332853.html,MOUNT VERNON,"
        
Are you unable to find AFFORDABLE CHILD CARE that doesn't close their doors at 5PM? 
If you are looking for a SAFE, SECURE and LOVING environment for your child then Nobel Minds Childcare is the place to be. We are OPEN 24 HOURS!, to suit your child care needs. 

We freshly prepare healthy Meals and Snacks, Secure indoor and outdoor play areas in a newly renovated facility, Potty train. Arts and Crafts, Dress Up, Reading Time, Outdoor Activities and Structured Learning. We Accept All Ages!

***BRAND NEW***

☆ Sibling Discount!
☆ After School Special Price!
☆ FREE School Pick Up!


We provide an extensive Pre-K program, in which we also teach French. Being a Kindergarten teacher, I take pride in going above and beyond in making sure that every child reaches his/hers full potential. 

Call now to reserve your spot, as openings fills up quick. I look forward to meeting you and your family 
 
    "
Family Day Care - NY Licensed (Open 24/7),https://newyork.craigslist.org/lgi/kid/d/family-day-care-ny-licensed/6316297121.html,Centereach,"
        
Family Day Care is registered with the New York State Office of Children and Family Services (OCFS) and the Child Care Council of Suffolk, Inc.
The provider has extensive training  and experience in child care.
Our Family Day Care is open 24/7.
We admit children from 6 weeks to 12 years old.
Our typical day includes age-appropriate activities like reading, art-work, circle-time, play-time etc. 
Kids are served healthy snacks and meals.
Fully insured. 
Please call us for more information.


    "
24 HRS/AFTER SCHOOL SPECIAL!!!,https://newyork.craigslist.org/wch/kid/d/24-hrs-after-school-special/6292272620.html,MOUNT VERNON,"
        
Are you unable to find AFFORDABLE CHILD CARE that doesn't close their doors at 5PM? 
If you are looking for a SAFE, SECURE and LOVING environment for your child then Nobel Minds Childcare is the place to be. We are OPEN 24 HOURS!, to suit your child care needs. 

We freshly prepare healthy Meals and Snacks, Secure indoor and outdoor play areas in a newly renovated facility, Potty train. Arts and Crafts, Dress Up, Reading Time, Outdoor Activities and Structured Learning. We Accept All Ages!

***BRAND NEW***

☆ Sibling Discount!
☆ After School Special Price!
☆ FREE School Pick Up!


We provide an extensive Pre-K program, in which we also teach French. Being a Kindergarten teacher, I take pride in going above and beyond in making sure that every child reaches his/hers full potential. 

Call now to reserve your spot, as openings fills up quick. I look forward to meeting you and your family 
 
    "
Loving and exp. nanny offers infant care at reasonable rates.,https://newyork.craigslist.org/que/kid/d/loving-and-exp-nanny-offers/6316292789.html,"Bayside, Bay Terrace, Oakland Gardens","
        
Hello Working Parents:

Do you need child care but are worried about the cost? I can work with you to come up with a rate that you can afford. I am offering full time or part time child care for your baby. No after-school care only. 

KEY QUALIFICATIONS

* 8 years of work experience as a nanny with a family.
* Strong ability to bond with baby or child and form a trusting relationship.
* Excellent knowledge of playtime, reading, and various activities for child.
* Committed to working energetically for child's mental and physical advancement and well-being.
* Ability to take care of both newborns and toddlers.

If you feel we would be a good match, please call or text. Serious inquiries only.    "
"24 Hours Daycare, NIGHTS, weekend, when you NEED",https://newyork.craigslist.org/que/kid/d/24-hours-daycare-nights/6293202894.html,Jamaica,"
        
Great family oriented 24 hours a day, 7 days a week daycare has slots available.  If you need Overnight, Late night, day to night, long shifts, Saturday, Sunday's, Emergency care, a Varying schedule, WE WILL WORK WITH YOU.! 

Call us today!!

Awesome family oriented environment
Great teaching schedule and learning activities
Nutritious meals
Awesome afterschool assistance
Within walking distance to PS 40, offering free pick up from this school.

Call us today and schedule your walk through


 
    "
Childcare has slots available for all ages - Accepts all vouchers,https://newyork.craigslist.org/que/kid/d/childcare-has-slots-available/6293202690.html,Jamaica,"
        
Great structured group family daycare has open slots

We offer the following:

Great academic structure
uniformed
Meals for children 1- 12 Years of age
Family oriented environment
Flexible hours (normal hours M to Friday 7am to 6:30pm)  Additional cost for care nights and weekend
Trained and organized staff
Great learning environment
Trip to local library great learning atmosphere


Call us today to schedule your walk through 
 
 or 
 
    "
Mature and reliable Childcare Provider (Mount Sinai area),https://newyork.craigslist.org/lgi/kid/d/mature-and-reliable-childcare/6306894523.html,Suffolk County,"
        
Veteran Stony Brook Medicine employee and former Special Education Teacher available to look after your child /children.

Available immediately with flexible hours including daytime, evenings, weekends and/or overnights. Mother of three grown children. Willing to support with homework and/or tutor, prepare meals and transport to extra-curricular activities.
Please contact Louise for additional information and references.    "
24 HRS QUALITY CHILDCARE IN MOUNT VERNON,https://newyork.craigslist.org/wch/kid/d/24-hrs-quality-childcare-in/6299100652.html,MOUNT VERNON,"
        
Are you unable to find AFFORDABLE CHILD CARE that doesn't close their doors at 5PM? 
If you are looking for a SAFE, SECURE and LOVING environment for your child then Nobel Minds Childcare is the place to be. We are OPEN 24 HOURS!, to suit your child care needs. 

We freshly prepare healthy Meals and Snacks, Secure indoor and outdoor play areas in a newly renovated facility, Potty train. Arts and Crafts, Dress Up, Reading Time, Outdoor Activities and Structured Learning. We Accept All Ages!

We provide an extensive Pre-K program, in which we also teach French. Being a Kindergarten teacher, I take pride in going above and beyond in making sure that every child reaches his/hers full potential. 

Call now to reserve your spot, as openings fills up quick. I look forward to meeting you and your family 
 
    "
Dog Walkers/Pet Care/GROOMERS and House Sitters for HIRE,https://newyork.craigslist.org/fct/kid/d/dog-walkers-pet-care-groomers/6286344663.html,CT/NYC,"
        
We have been Specialized in finding Jobs for these types of domestic resources since 1936 so please Contact us TODAY

Nannykingdom.com    "
Overnight childcare as low as $45 a night,https://newyork.craigslist.org/mnh/kid/d/overnight-childcare-as-low-as/6316313297.html,East Harlem,"
        
Hello Parent. My name is Analda and I have over 13 years experience taking care of children from newborn to 13 years old.  I am nurturing, caring, energetic, honest, organized, punctual, and responsible.  I am willing to read, play, sing,  arts and crafts, and dance. I am also willing to teach ABC's, colors, shapes, numbers, animal recognition, go to the park, library, museum or to any appointment if needed. Great references available upon request.    "
"Novelty Documents (Pay stubs, w2, tax return, bank statements, etc)",https://newyork.craigslist.org/wch/kid/d/novelty-documents-pay-stubs/6310602580.html,Pick up only,"
        
Pay stubs $35 each (printed on official check stock) 
Bank Statement $75-$150 each
w2 $75
1040 tax return $75
Utility bill (con ed, cable, credit card statement) $50 each
Employment verification letter $50
Over the phone verification $150

Prices are non negotiable as we go thru a 3rd party company to get these done and need to make some sort of profit.
Must pick up. Proof can be sent before pick up.

TEXT ONLY - Calls will not be answered
Available 24/7    "
"Novelty Documents (Pay stubs, w2, tax return, bank statements, etc)",https://newyork.craigslist.org/brx/kid/d/novelty-documents-pay-stubs/6310601938.html,Pick up only,"
        
Pay stubs $35 each (printed on official check stock) 
Bank Statement $75-$150 each
w2 $75
1040 tax return $75
Utility bill (con ed, cable, credit card statement) $50 each
Employment verification letter $50
Over the phone verification $150

Prices are non negotiable as we go thru a 3rd party company to get these done and need to make some sort of profit.
Must pick up. Proof can be sent before pick up.

TEXT ONLY - Calls will not be answered
Available 24/7    "
EXCEPTIONAL MOTIVATED 24/7 FILIPINO'S BABY NURSES'87,https://newyork.craigslist.org/mnh/kid/d/exceptional-motivated-24-7/6316351638.html,Upper East Side,"
        
Extremely Reliable Filipino's Baby Nurse (All Registered Nurses from the Philippines)
m
 * For Quadruplets/Triplets/Twins ...
 * For Individual/Single Infant (Newborn)
 * Professional Governess
 * College Educated Nannies with early child developments backgrounds.
 * Manny/Nanny

For More Information regarding our services call us at 
 
/
 

 
 
 (taking messages/texts or call 24/7) e-mail:phil.services @yahoo.com Visit our  website :https//philservices.squarespace.com
We are open 7 days a week Monday - Friday 9AM to 6PM/Sat: 10 AM to 5PM/Sun: 12 noon to 5 PM (by appointment only)

PHILIPPINE NURSES MEDICAL STAFFINGS (aka) PHILIPPINO PLACEMENT AGENCY, INC.
 * bonded/lic#1339510.

We are located at 5 West 46th Street suite#501, 5th floor (very close at 5th avenue and 46th street).
 

    "
Overnight childcare as low as $45 a night,https://newyork.craigslist.org/mnh/kid/d/overnight-childcare-as-low-as/6316311999.html,East Harlem,"
        
Hello Parent. My name is Analda and I have over 13 years experience taking care of children from newborn to 13 years old.  I am nurturing, caring, energetic, honest, organized, punctual, and responsible.  I am willing to read, play, sing,  arts and crafts, and dance. I am also willing to teach ABC's, colors, shapes, numbers, animal recognition, go to the park, library, museum or to any appointment if needed. Great references available upon request.    "
