Title,URL,Address,Description
"Anny Daycare : Vouchers, Private, Speaks English, Se habla Espanol",https://newyork.craigslist.org/brx/kid/d/anny-daycare-vouchers-private/6268850231.html,Broadway / Kingsbridge,"
        
We Accept All Vouchers
Aceptamos todos los Vouchers del Gobierno


We are a group family day care that accepts infants, toddlers and children ages 6 weeks to 12 years of age. We have a capacity of 12 non-school aged children and an additional 4 school aged children

Somos un Day Care que acepta niños de 6 semanas a 12 años de edad. Tenemos una capacidad de 12 niños no escolares y 4 niños de edad escolar


We have a clean and safe environment/ Tenemos un ambiente limpio y seguro
We have a ratio of 1 provider to 4 children/ Tenemos una proporción de 1 proveedor a 4 niños
Three Meals A Day/ Tres comidas al día
A lot of great activities for children of all ages! / 
Un montón de actividades para los niños de todas las edades!


Call now we have 4 slots for children ages 2 to 12 and two slots for Infants!

¡Llámanos ahora tenemos 4 espacios para niños de 2 a 12 años y dos espacios para bebés!

Prices are affordable!!! 
Tenemos buenos precios!!!

Call now/ llame ahora!
Phone: 
 

email: 
 
    "
💃Start Weekend Daycare This Weekend,https://newyork.craigslist.org/que/kid/d/start-weekend-daycare-this/6306746393.html,Open 24 hours,"
        
💃open 24 hours 7 days a week 
we accept ages 6 weeks and up 
license daycare open every Saturday and Sunday parents can use daycare service as often as you need.
Parents do you work or run errands we are here to help 
parents can use just a few hours,a full day, parents can pick the # of hours

Listed below is  a short over view of some of the services we offer 
*infant nursery
*toddler program
*preschool program 
*Tie Dye a T-shirt or pillow case
💃* tutoring
*exercise 
*free meals
*dance 
*yoga (we will be practicing )
*zumba (we will be practicing )
* musical chairs
💃*homework help
*arts n craft
*new friends

💃*dedicated to 1 on 1 attention located near a e and j trains and lirr many buses and ample street parking 

💃Staff members are always on hand to help with a project, or answer any other questions you may have.please call  to register your child in program  use service as often as you need 

 

    "
Overnight Daycare,https://newyork.craigslist.org/que/kid/d/overnight-daycare/6306745793.html,open 24hr mon-sun all ages,"
        
-
24 hours 7days a week daycare 
free healthy meals loving dedicated daycare providers 
mon-fri kids 2 years and up full-time are 
Overnight childcare rates for mon-fri 

ask for weekend rates ask for part time and for kids less than 2 years 
walk-in welcome 
free meals 
location:11420 zip south ozone park 11420
for more info call daycare office 
 
 call between 8am-8pm    "
Anny Group Family Daycare: We accept vouchers/ aceptamos vouchers!,https://newyork.craigslist.org/brx/kid/d/anny-group-family-daycare-we/6303990867.html,10463 / Broadway,"
        
We Accept All Vouchers
Aceptamos todos los Vouchers del Gobierno


We are a group family day care that accepts infants, toddlers and children ages 6 weeks to 12 years of age. We have a capacity of 12 non-school aged children and an additional 4 school aged children

Somos un Day Care que acepta niños de 6 semanas a 12 años de edad. Tenemos una capacidad de 12 niños no escolares y 4 niños de edad escolar


We have a clean and safe environment/ Tenemos un ambiente limpio y seguro
We have a ratio of 1 provider to 4 children/ Tenemos una proporción de 1 proveedor a 4 niños
Three Meals A Day/ Tres comidas al día
A lot of great activities for children of all ages! / 
Un montón de  actividades para los niños de todas las edades!


Call now we have 4 slots for children ages 2 to 12 and two slots for Infants!

¡Llámanos ahora tenemos 4 espacios para niños de 2 a 12 años y dos espacios para bebés!

Prices are affordable!!! 
Tenemos buenos precios!!!

Call now/ llame ahora!
Phone: 
 

email: 
 

    "
"◈Daycare,open 24hr/7days wk,tods,infant,weekend,overnight,",https://newyork.craigslist.org/brk/kid/d/daycareopen-24hr-7days/6306748522.html,"Free meal,playground,classrooms,ALL Ages","
        
◈open Monday to Sunday 24 hour license daycare located (easy commute accessible to all trains not far from Brooklyn at all )(Google location for travel time )  near a train 
CPR and 1st aid trained, finger printed and ,background check,
We accept all vouchers
Ãƒâ€šÃ‚Â¢♥Loving,Caring Child Care Available Â¢♥ WE ACCEPT ALL Ages 
 24-hr Child Care is available to you Daycare 24 Hours 7 Days a Week ((11420 zip code )) we accept all ages


Register your child in a fun, loving and educational environment
Affordable Rates.
daycare kids wearing uniform enroll in toddler & preschool program 

*Licensed by New York State
*CPR & First Aide Certified
*15 hr Health and Safety Certificate
*Decade of Experience


ÃƒÂ¢♥Loving,Caring Child Care Available
Call for rates open 24 hours 7 days a week 
If you have any questions or would like to visit our facility feel free to contact the director @ 
 
.
    "
SCREENED NANNY AVAILABLE PT,https://newyork.craigslist.org/mnh/kid/d/screened-nanny-available-pt/6306766269.html,Brooklyn,"
        

Hi everyone

My name is Lee and I'm a Life Skills Coach for Special Needs children. I'm bilingual English and Spanish and have AED first aid and CPR. I also have a current background check. I am looking for part time work with a toddler or younger as I have experience with these kids also.

My typical day would consist of going to the library for reading flash cards and socialization. Can take to the museum and the park weather permitting. I can teach Spanish if you'd like. Looking to work in many places. Williamsburg Park Slope UWS LES East Village etc.

I am also a PA love booking travel, paying bills ordering online running errands and doing Airbnb is my second favorite childcare is tops!


My schedule is:

Mondays available all day

Tuesday's thru Fridays available until 2:30pm.

Available most weekends too.

I'm a warm college educated woman who has a passion for all children and I'm fit and cook healthy meals.

Warm regards, Lee    "
****LICENSED DAY CARE * IMMEDIATE PLACEMENT * FREE REGISTRATION,https://newyork.craigslist.org/brx/kid/d/licensed-day-care-immediate/6266465410.html,Bronx,"
        
OPEN HOUSE 
                                                                             709 E. 175 Street P/H Bronx, NY 10457
                                                                                       
 




Welcome Parents,

The program serves full time care for children 6 weeks old to 5 years old. We provide before and after school care for ages 5 to 12 years old. We do school drop off and pick up. We help the after-school children with their homework. We provide breakfast, lunch, snack and dinner. Full day program is from 7:00am to 7:00pm. 

The Learning centers are designed to help children develop and learn at their own pace. The day care is arranged to provide clear pathway for children to move freely from one area to another and to interact with different groups of children. Activities include music, art, language, library, blocks building, puzzles, table games and dramatic play. We also incorporate planned field trips to enhance curriculum.

Our Mission

""Our mission is to work along with families to provide a quality, reliable and secure place for our children. We are committed to ensure a nurturing, developmentally appropriate learning and fun environment. We are dedicated to support and encourage children to utilize their full potential of creativity and intelligence to promote their growth as individual.""

Program Philosophy

We are committed to foster physical, cognitive, language, emotional and social development through play. We take pride in offering the children a functional, educational, structure and self-exploratory facility enhanced with hands-on activities to promote each child developmental stage. The environment and curriculum is designed to create long lasting memories by creating a positive impact for each child that attends our program.

We are Open Monday-Friday 7am-7pm!

*****ALL VOUCHERS & PRIVATE PAY ACCEPTED*****
*****ALL MEALS & SNACKS PROVIDED*****
*****TRANSPORTATION AVAILABLE******

***School Drop Off and Pick Up in 10457/10460 zip codes***

If interested give Ms. Perez a call at 
 
.
Feel free to visit our website at 


(Corner of 175 Street & Crotona Ave)    "
AGES 1-8 YEARS-LICENSED FOR 25 YEARS! FULL AND PART-TIME,https://newyork.craigslist.org/brx/kid/d/ages-1-8-years-licensed-for/6306757190.html,Bronx-10466-off of E. 233rd Street,"
        
♥♥THE LITTLE BRICK HOUSE CHILD CARE CENTER ♥♥

Licensed and serving the community for 25 years

Location: 3928 Harper Avenue-close to #5 train and Dyre Avenue, also # 16 bus stops right down the block

Hours: Mon-Fri.-7:30 A.M.-6:00 P.M. 

FULL DAY AND PART TIME PROGRAMS ARE AVAILABLE!
ONLY 2 SEATS LEFT!

OPEN YEAR-ROUND! 

HRA VOUCHERS ARE ACCEPTED

ACCEPTING AGES 1-8 YEARS

We have planned a daily program which promotes hands-on experiences in enriching learning centers of blocks, dramatic house play, math, books, music, art, and toy materials. Small class size provides a more personal and warm atmosphere that is extra special for your child.

NO registration fee is required

WE POTTY TRAIN-we will try consistently every day to potty train your child. We only ask that you help us by trying at home too.

Staff is certified in CPR and First Aid


Children love our large, safe, private  backyard play area with tricycles, ride-on toys, cars, wagons, slides, and a play house. There is no need to risk the safety of your child by walking them to a park. We have everything we need right in our own backyard!

Part-time care is also provided. Just tell me your preferred days and hours and I will give you a price.

Reasonable rates with a discount for 2 or more children

Call now because there are a limited amount of seats left 

Call Debi Rubino- 
 
 for more information or to make an appointment.

    "
Bilingual Life Skills Coach available pt,https://newyork.craigslist.org/mnh/kid/d/bilingual-life-skills-coach/6306766495.html,Brooklyn,"
        

Hi everyone

My name is Lee and I'm a Life Skills Coach for Special Needs children. I'm bilingual English and Spanish and have AED first aid and CPR. I also have a current background check. I am looking for part time work with a toddler or younger as I have experience with these kids also.

My typical day would consist of going to the library for reading flash cards and socialization. Can take to the museum and the park weather permitting. I can teach Spanish if you'd like. Looking to work in many places. Williamsburg Park Slope UWS LES East Village etc.

I am also a PA love booking travel, paying bills ordering online running errands and doing Airbnb is my second favorite childcare is tops!


My schedule is:

Mondays available all day

Tuesday's thru Fridays available until 2:30pm.

Available most weekends too.

I'm a warm college educated woman who has a passion for all children and I'm fit and cook healthy meals.

Warm regards, Lee    "
School transportation service,https://newyork.craigslist.org/que/kid/d/school-transportation-service/6306768165.html,Queens,"
        
Hallo parents
I provide school transportation service in the queens village area 
Drop off and pick up services 
I service 
Ps 33 
Ps 18
Pre k on springfield Blvd 
You could call me anytime!!
    "
"AILEEN FAMILY DAYCARE    BRONX, NY 10457",https://newyork.craigslist.org/brx/kid/d/aileen-family-daycare-bronx/6306756348.html,182ND ST. BETWEEN GRAND CONCOURSE AVE.& RYER AVE.,"
        
Welcome to our daycare, where educational and social development go hand in hand. My name is Mrs. Silvia. I am a childcare provider. I have the daycare for 13 years, before I was a teacher.
We are a licensed facility by the New York Health Department whose purpose is to provide quality care
in accordance with the highest standards of health and safety for your child as well as a SAFE ENVIRONMENT,
DISCIPLINE and most of all educational activities. We are CPR/First Aid Certified. We work with children
ages from: 6 WEEKS to 12 YEARS OLD. We accepted children from HRA, ACS and PRIVATE WELCOME.
All of our activities help the social environment, children enjoy the free play activities daily, safety features
are a high priority including emergency exit and security doors. We ensure that our children receive GREAT
NUTRITION fresh, healthy cooked food created on site.
We offer high quality of care based on national standards for family child care support and appropriate practices for early education.  Our family daycare is Bilingual.
We promote qualities such as to help develop constructive and solidary values.

SERVICES AT AILEEN FAMILY DAYCARE

* Our schedule are Monday to Saturday from 7:00 a.m. to 6:00 p.m.

*   Overnight care available on Monday to Sunday from 7:00 p.m. to 6:00 a.m.

     Parents nights out - friday, saturday & sunday.

* After school pick up service available in the 10457 postal zone.

* Story telling

* Arts & Crafts

* Potty training

* Pre-school care

* Rest or sleep time

* Tutoring

* Breastfeeding - friendly

WE WILL BE MORE THAN HAPPY TO TAKE CARE OF YOUR CHILD AND GIVE THEM ALL THE LOVE,
EDUCATION AND CARE THEY STILL NEED WHEN YOU ARE NOT AROUND, BECAUSE WE ARE WARM,
NURTURING, EXPERIENCED PARENTS, PROVIDING EXCEPTIONAL CHILDCARE AT AFFORDABLE PRICES.


Contact Us TODAY to reserve & ensure your child' s placement to  Mrs. Silvia:   
 



                                            
 


                                           www.aileenfamilydaycare.com

                                           Facebook: Aileen Family Daycare 
                                           Google & Yelp

 HABLAMOS ESPANOL
    "
SCREENED NANNY AVAILABLE PT,https://newyork.craigslist.org/mnh/kid/d/screened-nanny-available-pt/6303845987.html,Brooklyn,"
        
Hi everyone

My name is Lee and I'm a Life Skills Coach for Special Needs children. I'm bilingual English and Spanish and have AED first aid and CPR. I also have a current background check. I am looking for part time work with a toddler or younger as I have experience with these kids also.

My typical day would consist of going to the library for reading flash cards and socialization. Can take to the museum and the park weather permitting. I can teach Spanish if you'd like. Looking to work in many places. Williamsburg Park Slope UWS LES East Village etc.

I am also a PA love booking travel, paying bills ordering online running errands and doing Airbnb is my second favorite childcare is tops!


My schedule is:

Mondays available all day

Tuesday's thru Fridays available until 2:30pm.

Available most weekends too.

I'm a warm college educated woman who has a passion for all children and I'm fit and cook healthy meals.

Warm regards, Lee    "
Looking For a Toddler,https://newyork.craigslist.org/mnh/kid/d/looking-for-toddler/6291483598.html,Brooklyn,"
        

Hi

My name is Lee and I'm a Life Skills Coach for Special Needs children. I'm bilingual English and Spanish and have AED first aid and CPR.  I also have a current background check. I am looking for part time work with a toddler or younger as I have experience with these kids also.

My typical day would consist of going to the library for reading flash cards and socialization. Can take to the museum and the park weather permitting. I can teach Spanish if you'd like.


My schedule is:

Mondays off

Tuesday's thru Fridays available until 2:30pm.

Available most weekends too.

I'm a warm college educated woman who has a passion for all children and I'm fit and cook healthy meals.

Warm regards, Lee    "
School transportation service,https://newyork.craigslist.org/que/kid/d/school-transportation-service/6306768344.html,Queens,"
        
Hallo parents
I provide school transportation service in the queens village area 
Drop off and pick up services 
I service 
Ps 33 
Ps 18
Pre k on springfield Blvd 
You could call me anytime!!
    "
DATE NIGHT SITTER FOR SPECIAL NEEDS CHILDREN AVAILABLE,https://newyork.craigslist.org/mnh/kid/d/date-night-sitter-for-special/6291748123.html,ALL KIDS,"
        
Hello everyone:

My name is Lee and I am currently a Special Needs Nanny for a child in Park Slope. I have been working with him for 10 years and I am available for date night sitting and overnights. I am available all day Monday and on the weekends. I am bilingual English Spanish and have a complete background check as I work for 2 agencies. I am also a personal assistant in my spare time. Set up appointments, accompany to appointments run errands, like post office etc. I am very good on the phone in resolving issues been doing this for years!

I am warm college educated and have experience with children who are not on the spectrum. My goal is to enrich your child's life and to teach them something everyday. I would love to teach a child Spanish, proper Spanish no slang. I learned Spanish at home and English in school. Spanish opens up a whole new world for you!

I am very health conscious and love cooking healthy foods, and making healthy drinks. NO chips, NO fast foods, NO cola NO juice. Exercise is very important to me and would not mind doing Zumba with your children or outdoor activities. Anything to keep them active. I also love reading and can read to them in English or Spanish whatever you would like.

I have first aide training and CPR and AED I am being constantly trained by both agencies, I also have experience with Diabetics and children with Down Syndrome. I know the signs of low blood sugar and how to handle the situation should it arise. I know how to check sugar with machine too and know about blood pressure etc. Recently got evaluated 2 times back to back and passed.

Looking forward to hearing from you, 

Lee    "
EMERGENCY SITTER AVAILABLE,https://newyork.craigslist.org/brk/kid/d/emergency-sitter-available/6295853664.html,Brooklyn,"
        
Hi Everyone

My name is Lee and I'm a Life Skills Coach for Special Needs children. I'm bilingual English and Spanish and have AED first aid and CPR. I also have a current background check. I am looking for part time work with a toddler or younger as I have experience with these kids also. 

Right now I'm working with 2 children in Windsor Terrace in the mornings and tomorrow will be my last day. One goes back to school and their regular Nanny will pick him up. Currently looking to help another family.

My typical day would consist of going to the library for reading flash cards and socialization. Can take to the museum and the park weather permitting. I can teach Spanish if you'd like. Looking to work in many places. Williamsburg Park Slope UWS LES East Village etc.


My schedule is:

Mondays off

Tuesday's thru Fridays available until 2:30pm.

Available most weekends too.

I'm a warm college educated woman who has a passion for all children and I'm fit and cook healthy meals.

Warm regards, Lee    "
DATE NIGHT SITTER AVAILABLE TOMORROW,https://newyork.craigslist.org/mnh/kid/d/date-night-sitter-available/6271945313.html,ALL KIDS,"
        
Hello everyone:

My name is Lee and I am currently a Special Needs Nanny for a child in Park Slope. I have been working with him for 10 years and I am available for date night sitting and overnights. I am available all day Monday's and on some weekends. I am bilingual English Spanish and have a complete background check as I worked for 2 agencies and now work for a 3rd. I am also a personal assistant in my spare time. Set up appointments, accompany to appointments run errands, like post office etc. I am very good on the phone in resolving issues been doing this for years!

I am warm college educated and have experience with children who are not on the spectrum. My goal is to enrich your child's life and to teach them something everyday. I would love to teach a child Spanish, proper Spanish no slang. I learned Spanish at home and English in school. Spanish opens up a whole new world for you!

I am very health conscious and love cooking healthy foods, and making healthy drinks. NO chips, NO fast foods, NO cola NO juice. Exercise is very important to me and would not mind doing Zumba with your children or outdoor activities. Anything to keep them active. I also love reading and can read to them in English or Spanish whatever you would like.

I have first aide training and CPR and AED. I also have experience with Diabetics and children with Down Syndrome. I know the signs of low blood sugar and how to handle the situation should it arise. I know how to check sugar with machine too and know about blood pressure etc. Recently got evaluated 2 times back to back and passed.

Looking forward to hearing from you, 

Lee    "
SAFARI DAYCARE,https://newyork.craigslist.org/que/kid/d/safari-daycare/6306771247.html,FLUSHING,"
        
HELLO,
I'M A LICENSED DAYCARE  PROVIDER WITH OVER 20 YEARS OF EXPERIENCE. CERTIFIED BY THE NYS DEPT. OF HEALTH IN CPR, FIRST AID AND CHILD HEALTH AND SAFETY. IN MY CARE YOUR CHILD WILL BE PROVIDED WITH A SAFE AND NURTURING ENVIRONMENT. ACTIVITIES SUCH AS: READING, PUZZLES, PLAY DOUGH, BLOCKS, COLORING, PAINTING, COMPUTER GAMES, NUMBERS, ALPHABET. 
ACCEPTING ALL AGES, FULL AND PART TIME CARE. FREE MEALS.
FOR MORE INFORMATION, PLEASE CALL ME AT

www.safaridaycare.com


 



    "
BEST Daycare in Yonkers! Over 20 Years in Business!!,https://newyork.craigslist.org/wch/kid/d/best-daycare-in-yonkers-over/6306766419.html,South Yonkers,"
        
We are now ready to welcome in new families to our program for September 2017!

We have full time openings
7am-6pm, Monday through Friday. We are a licensed home group program, but we are center-based in our approach and practices.

We rarely advertise because our families tend to stay with us for years so act quickly, as spaces fill up fast so do not hesitate to call today!

My name is Lucy Pages, and I can be reached at 
 
. We look forward to hearing from you soon!

*Great Rates!
*State Licensed!
*CPR & First Aid Certified!
*Research Based Curriculum!
*Healthy Meals!
*Small Caregiver/child ratios!
*Spacious outdoor play area!
*Loving & Experienced Caregivers!
*Child Care Subsidy & DSS Accepted!
    "
BEST Daycare in Yonkers! Over 20 Years in Business!!,https://newyork.craigslist.org/wch/kid/d/best-daycare-in-yonkers-over/6306765811.html,South Yonkers,"
        
We are now ready to welcome in new families to our program for September 2017!

We have full time openings
7am-6pm, Monday through Friday. We are a licensed home group program, but we are center-based in our approach and practices.

We rarely advertise because our families tend to stay with us for years so act quickly, as spaces fill up fast so do not hesitate to call today!

My name is Lucy Pages, and I can be reached at 
 
. We look forward to hearing from you soon!

*Great Rates!
*State Licensed!
*CPR & First Aid Certified!
*Research Based Curriculum!
*Healthy Meals!
*Small Caregiver/child ratios!
*Spacious outdoor play area!
*Loving & Experienced Caregivers!
*Child Care Subsidy & DSS Accepted!
    "
BEST Daycare in Yonkers! Over 20 Years in Business!!,https://newyork.craigslist.org/wch/kid/d/best-daycare-in-yonkers-over/6306765571.html,South Yonkers,"
        
We are now ready to welcome in new families to our program for September 2017!

We have full time openings
7am-6pm, Monday through Friday. We are a licensed home group program, but we are center-based in our approach and practices.

We rarely advertise because our families tend to stay with us for years so act quickly, as spaces fill up fast so do not hesitate to call today!

My name is Lucy Pages, and I can be reached at 
 
. We look forward to hearing from you soon!

*Great Rates!
*State Licensed!
*CPR & First Aid Certified!
*Research Based Curriculum!
*Healthy Meals!
*Small Caregiver/child ratios!
*Spacious outdoor play area!
*Loving & Experienced Caregivers!
*Child Care Subsidy & DSS Accepted!
    "
BEST Daycare in Yonkers! Over 20 Years in Business!!,https://newyork.craigslist.org/wch/kid/d/best-daycare-in-yonkers-over/6306768807.html,South Yonkers,"
        
We are now ready to welcome in new families to our program for September 2017!

We have full time openings
7am-6pm, Monday through Friday. We are a licensed home group program, but we are center-based in our approach and practices.

We rarely advertise because our families tend to stay with us for years so act quickly, as spaces fill up fast so do not hesitate to call today!

My name is Lucy Pages, and I can be reached at 
 
. We look forward to hearing from you soon!

*Great Rates!
*State Licensed!
*CPR & First Aid Certified!
*Research Based Curriculum!
*Healthy Meals!
*Small Caregiver/child ratios!
*Spacious outdoor play area!
*Loving & Experienced Caregivers!
*Child Care Subsidy & DSS Accepted!
    "
BEST Daycare in Yonkers! Over 20 Years in Business!!,https://newyork.craigslist.org/wch/kid/d/best-daycare-in-yonkers-over/6306768419.html,South Yonkers,"
        
We are now ready to welcome in new families to our program for September 2017!

We have full time openings
7am-6pm, Monday through Friday. We are a licensed home group program, but we are center-based in our approach and practices.

We rarely advertise because our families tend to stay with us for years so act quickly, as spaces fill up fast so do not hesitate to call today!

My name is Lucy Pages, and I can be reached at 
 
. We look forward to hearing from you soon!

*Great Rates!
*State Licensed!
*CPR & First Aid Certified!
*Research Based Curriculum!
*Healthy Meals!
*Small Caregiver/child ratios!
*Spacious outdoor play area!
*Loving & Experienced Caregivers!
*Child Care Subsidy & DSS Accepted!
    "
